t,cpuusage,avgtasktime,maxtasktime
4746,14,338,478
4747,15,340,448
4748,14,344,531
4749,14,347,535
4750,10,345,540
4751,14,349,840
4752,13,348,1028
4753,14,338,471
4754,14,317,883
4755,14,322,880
4756,10,324,656
4757,15,325,590
4758,14,331,1080
4759,15,326,600
4760,14,322,673
4761,16,316,580
4762,15,319,745
4763,11,325,590
4764,14,341,597
4765,15,327,592
4766,16,338,585
4767,16,345,517
4768,16,343,416
4769,16,344,419
4770,16,345,511
4771,14,345,493
4772,15,344,551
4773,15,343,415
4774,14,337,572
4775,16,322,590
4776,14,322,601
4777,17,325,582
4778,16,331,605
4779,15,322,579
4780,14,328,583
4781,14,330,583
4782,13,300,591
4783,13,300,591
4784,12,302,588
4785,13,301,665
4786,13,300,588
4787,12,299,584
4788,12,319,585
4789,12,323,647
4790,16,321,584
4791,15,323,578
4792,15,310,1052
4793,16,326,598
4794,14,335,1316
4795,13,331,604
4796,13,333,696
4797,12,332,608
4798,16,328,643
4799,15,320,611
4800,15,353,800
4801,16,323,621
4802,16,324,593
4803,13,347,520
4804,15,349,512
4805,13,346,432
4806,16,344,623
4807,14,345,582
4808,14,344,614
4809,15,343,433
4810,13,346,474
4811,14,338,592
4812,14,311,826
4813,15,304,654
4814,17,315,735
4815,15,321,589
4816,16,303,593
4817,16,302,593
4818,18,303,668
4819,17,305,597
4820,16,302,589
4821,17,301,592
4822,17,301,591
4823,17,310,605
4824,16,323,600
4825,18,330,599
4826,18,319,643
4827,15,301,594
4828,10,302,632
4829,11,323,652
4830,11,323,579
